title,amount,payment_date,customer_id
AFRICAN EGG,.99,2005-05-25 03:21:20,37
AFRICAN EGG,4.99,2005-05-25 02:40:21,438
AFRICAN EGG,4.99,2005-05-25 02:40:21,438
AFRICAN EGG,4.99,2005-05-25 02:40:21,438
AFRICAN EGG,4.99,2005-05-25 02:40:21,438
AFRICAN EGG,4.99,2005-05-25 02:40:21,438
AFRICAN EGG,4.99,2005-05-25 02:53:02,350
AGENT TRUMAN,.99,2005-05-25 03:47:12,44
AGENT TRUMAN,2.99,2005-05-25 04:01:32,430
AGENT TRUMAN,2.99,2005-05-25 04:01:32,430
AGENT TRUMAN,2.99,2005-05-25 04:01:32,430
AGENT TRUMAN,4.99,2005-05-25 04:05:17,369
AGENT TRUMAN,2.99,2005-05-25 04:01:32,430
AGENT TRUMAN,.99,2005-05-25 03:47:12,44
AGENT TRUMAN,4.99,2005-05-25 04:05:17,369
AGENT TRUMAN,2.99,2005-05-25 04:01:32,430
AGENT TRUMAN,.99,2005-05-25 03:47:12,44
AGENT TRUMAN,4.99,2005-05-25 03:42:37,232
AGENT TRUMAN,4.99,2005-05-25 03:42:37,232
AGENT TRUMAN,3.99,2005-05-25 03:36:50,371
AGENT TRUMAN,3.99,2005-05-25 03:36:50,371
AGENT TRUMAN,3.99,2005-05-25 03:36:50,371
AGENT TRUMAN,3.99,2005-05-25 03:36:50,371
AGENT TRUMAN,3.99,2005-05-25 03:36:50,371
AGENT TRUMAN,4.99,2005-05-25 03:41:50,301
AGENT TRUMAN,4.99,2005-05-25 03:41:50,301
AGENT TRUMAN,4.99,2005-05-25 03:41:50,301
AGENT TRUMAN,4.99,2005-05-25 03:41:50,301
AIRPLANE SIERRA,2.99,2005-05-25 04:19:28,597
AIRPLANE SIERRA,2.99,2005-05-25 04:36:26,88
AIRPLANE SIERRA,4.99,2005-05-25 04:24:36,484
AIRPLANE SIERRA,4.99,2005-05-25 04:24:36,484
AIRPLANE SIERRA,4.99,2005-05-25 04:24:36,484
AIRPLANE SIERRA,4.99,2005-05-25 04:24:36,484
AIRPLANE SIERRA,2.99,2005-05-25 04:19:28,597
AIRPLANE SIERRA,2.99,2005-05-25 04:36:26,88
AIRPLANE SIERRA,.99,2005-05-25 04:18:51,272
AIRPLANE SIERRA,.99,2005-05-25 04:06:21,230
AIRPLANE SIERRA,.99,2005-05-25 04:06:21,230
AIRPLANE SIERRA,2.99,2005-05-25 04:19:28,597
AIRPLANE SIERRA,.99,2005-05-25 04:18:51,272
AIRPLANE SIERRA,.99,2005-05-25 04:18:51,272
AIRPLANE SIERRA,.99,2005-05-25 04:18:51,272
AIRPORT POLLOCK,4.99,2005-05-25 05:09:04,413
AIRPORT POLLOCK,.99,2005-05-25 04:51:46,207
AIRPORT POLLOCK,4.99,2005-05-25 05:09:04,413
AIRPORT POLLOCK,4.99,2005-05-25 05:09:04,413
AIRPORT POLLOCK,4.99,2005-05-25 05:09:04,413
AIRPORT POLLOCK,.99,2005-05-25 04:51:46,207
AIRPORT POLLOCK,.99,2005-05-25 04:51:46,207
AIRPORT POLLOCK,.99,2005-05-25 04:51:46,207
AIRPORT POLLOCK,4.99,2005-05-25 05:09:04,413
AIRPORT POLLOCK,4.99,2005-05-25 04:47:44,302
AIRPORT POLLOCK,.99,2005-05-25 04:44:31,535
AIRPORT POLLOCK,.99,2005-05-25 04:44:31,535
AIRPORT POLLOCK,.99,2005-05-25 04:44:31,535
AIRPORT POLLOCK,.99,2005-05-25 04:44:31,535
AIRPORT POLLOCK,4.99,2005-05-25 04:47:44,302
AIRPORT POLLOCK,4.99,2005-05-25 04:47:44,302
AIRPORT POLLOCK,.99,2005-05-25 04:44:31,535
AIRPORT POLLOCK,.99,2005-05-25 04:51:46,207
ALABAMA DEVIL,2.99,2005-05-25 05:39:25,532
ALABAMA DEVIL,7.99,2005-05-25 05:59:39,436
ALABAMA DEVIL,7.99,2005-05-25 05:59:39,436
ALABAMA DEVIL,.99,2005-05-25 05:53:23,207
ALABAMA DEVIL,.99,2005-05-25 05:53:23,207
ALABAMA DEVIL,2.99,2005-05-25 05:39:25,532
ALABAMA DEVIL,4.99,2005-05-25 05:24:58,523
ALABAMA DEVIL,4.99,2005-05-25 05:24:58,523
ALABAMA DEVIL,5.99,2005-05-25 05:12:29,174
ALABAMA DEVIL,5.99,2005-05-25 05:12:29,174
ALABAMA DEVIL,5.99,2005-05-25 05:12:29,174
ALABAMA DEVIL,4.99,2005-05-25 05:24:58,523
ALADDIN CALENDAR,2.99,2005-05-25 06:44:53,18
ALADDIN CALENDAR,4.99,2005-05-25 06:49:10,256
ALADDIN CALENDAR,4.99,2005-05-25 06:49:10,256
ALADDIN CALENDAR,4.99,2005-05-25 06:49:10,256
ALADDIN CALENDAR,.99,2005-05-25 06:51:29,507
ALADDIN CALENDAR,.99,2005-05-25 06:51:29,507
ALADDIN CALENDAR,.99,2005-05-25 06:51:29,507
ALADDIN CALENDAR,.99,2005-05-25 06:51:29,507
ALADDIN CALENDAR,2.99,2005-05-25 06:44:53,18
ALADDIN CALENDAR,4.99,2005-05-25 06:49:10,256
ALADDIN CALENDAR,2.99,2005-05-25 06:44:53,18
ALADDIN CALENDAR,5.99,2005-05-25 06:04:08,7
ALADDIN CALENDAR,2.99,2005-05-25 06:39:35,498
ALADDIN CALENDAR,2.99,2005-05-25 06:44:53,18
ALADDIN CALENDAR,5.99,2005-05-25 06:04:08,7
ALADDIN CALENDAR,5.99,2005-05-25 06:04:08,7
ALADDIN CALENDAR,3.99,2005-05-25 06:05:20,35
ALADDIN CALENDAR,5.99,2005-05-25 06:04:08,7
ALADDIN CALENDAR,1.99,2005-05-25 06:20:46,282
ALADDIN CALENDAR,1.99,2005-05-25 06:20:46,282
ALADDIN CALENDAR,2.99,2005-05-25 06:39:35,498
ALADDIN CALENDAR,2.99,2005-05-25 06:39:35,498
ALADDIN CALENDAR,3.99,2005-05-25 06:05:20,35
ALAMO VIDEOTAPE,4.99,2005-05-25 08:43:32,6
ALAMO VIDEOTAPE,4.99,2005-05-25 08:53:14,323
ALAMO VIDEOTAPE,4.99,2005-05-25 08:53:14,323
ALAMO VIDEOTAPE,4.99,2005-05-25 08:53:14,323
ALAMO VIDEOTAPE,5.99,2005-05-25 08:56:42,408
ALAMO VIDEOTAPE,4.99,2005-05-25 08:53:14,323
ALAMO VIDEOTAPE,5.99,2005-05-25 08:56:42,408
ALAMO VIDEOTAPE,4.99,2005-05-25 08:43:32,6
ALAMO VIDEOTAPE,5.99,2005-05-25 08:56:42,408
ALAMO VIDEOTAPE,4.99,2005-05-25 08:53:14,323
ALAMO VIDEOTAPE,2.99,2005-05-25 08:28:11,511
ALAMO VIDEOTAPE,5.99,2005-05-25 08:56:42,408
ALAMO VIDEOTAPE,2.99,2005-05-25 08:28:11,511
ALAMO VIDEOTAPE,2.99,2005-05-25 08:28:11,511
ALAMO VIDEOTAPE,4.99,2005-05-25 07:19:16,569
ALAMO VIDEOTAPE,4.99,2005-05-25 07:19:16,569
ALAMO VIDEOTAPE,4.99,2005-05-25 07:19:16,569
ALAMO VIDEOTAPE,4.99,2005-05-25 07:19:16,569
ALAMO VIDEOTAPE,4.99,2005-05-25 07:19:16,569
ALAMO VIDEOTAPE,4.99,2005-05-25 07:23:25,291
ALAMO VIDEOTAPE,2.99,2005-05-25 08:26:13,131
ALAMO VIDEOTAPE,2.99,2005-05-25 08:26:13,131
ALAMO VIDEOTAPE,2.99,2005-05-25 08:26:13,131
ALAMO VIDEOTAPE,4.99,2005-05-25 07:23:25,291
ALASKA PHANTOM,4.99,2005-05-25 09:32:03,346
ALASKA PHANTOM,.99,2005-05-25 09:19:16,383
ALASKA PHANTOM,5.99,2005-05-25 09:21:29,368
ALASKA PHANTOM,5.99,2005-05-25 09:21:29,368
ALASKA PHANTOM,4.99,2005-05-25 09:32:03,346
ALASKA PHANTOM,1.99,2005-05-25 09:35:12,86
ALASKA PHANTOM,4.99,2005-05-25 09:32:03,346
ALASKA PHANTOM,1.99,2005-05-25 09:35:12,86
ALASKA PHANTOM,1.99,2005-05-25 09:35:12,86
ALASKA PHANTOM,.99,2005-05-25 09:19:16,383
ALASKA PHANTOM,1.99,2005-05-25 09:35:12,86
ALASKA PHANTOM,4.99,2005-05-25 09:32:03,346
ALASKA PHANTOM,.99,2005-05-25 09:19:16,383
ALASKA PHANTOM,2.99,2005-05-25 09:18:52,419
ALASKA PHANTOM,.99,2005-05-25 09:19:16,383
ALASKA PHANTOM,2.99,2005-05-25 08:58:25,470
ALASKA PHANTOM,2.99,2005-05-25 08:58:25,470
ALASKA PHANTOM,5.99,2005-05-25 09:01:57,250
ALASKA PHANTOM,.99,2005-05-25 09:19:16,383
ALASKA PHANTOM,5.99,2005-05-25 09:01:57,250
ALASKA PHANTOM,5.99,2005-05-25 09:01:57,250
ALASKA PHANTOM,2.99,2005-05-25 09:18:52,419
ALASKA PHANTOM,2.99,2005-05-25 09:18:52,419
ALASKA PHANTOM,2.99,2005-05-25 09:18:52,419
ALASKA PHANTOM,2.99,2005-05-25 09:18:52,419
ALASKA PHANTOM,5.99,2005-05-25 09:01:57,250
ALI FOREVER,2.99,2005-05-25 10:15:23,73
ALI FOREVER,2.99,2005-05-25 10:15:23,73
ALI FOREVER,2.99,2005-05-25 10:15:23,73
ALI FOREVER,2.99,2005-05-25 10:10:14,305
ALI FOREVER,2.99,2005-05-25 10:10:14,305
ALI FOREVER,7.99,2005-05-25 09:47:31,120
ALI FOREVER,.99,2005-05-25 09:41:01,119
ALI FOREVER,7.99,2005-05-25 09:47:31,120
ALI FOREVER,.99,2005-05-25 09:41:01,119
ALIEN CENTER,.99,2005-05-25 11:09:48,265
ALIEN CENTER,2.99,2005-05-25 11:30:37,1
ALIEN CENTER,2.99,2005-05-25 11:30:37,1
ALIEN CENTER,2.99,2005-05-25 11:30:37,1
ALIEN CENTER,2.99,2005-05-25 11:30:37,1
ALIEN CENTER,8.99,2005-05-25 11:13:34,510
ALIEN CENTER,8.99,2005-05-25 11:13:34,510
ALIEN CENTER,8.99,2005-05-25 11:13:34,510
ALIEN CENTER,.99,2005-05-25 11:09:48,265
ALIEN CENTER,4.99,2005-05-25 11:00:07,391
ALIEN CENTER,4.99,2005-05-25 11:00:07,391
ALIEN CENTER,.99,2005-05-25 10:26:39,100
ALIEN CENTER,.99,2005-05-25 10:26:39,100
ALIEN CENTER,.99,2005-05-25 10:26:39,100
ALIEN CENTER,4.99,2005-05-25 11:00:07,391
ALIEN CENTER,.99,2005-05-25 10:26:39,100
ALIEN CENTER,.99,2005-05-25 10:26:39,100
ALIEN CENTER,.99,2005-05-25 10:52:13,48
ALIEN CENTER,.99,2005-05-25 10:52:13,48
ALIEN CENTER,.99,2005-05-25 10:52:13,48
ALIEN CENTER,.99,2005-05-25 10:52:13,48
ALIEN CENTER,.99,2005-05-25 10:52:13,48
ALLEY EVOLUTION,4.99,2005-05-25 12:11:07,245
ALLEY EVOLUTION,4.99,2005-05-25 12:11:07,245
ALLEY EVOLUTION,4.99,2005-05-25 12:11:07,245
ALLEY EVOLUTION,5.99,2005-05-25 12:12:07,314
ALLEY EVOLUTION,5.99,2005-05-25 12:12:07,314
ALLEY EVOLUTION,5.99,2005-05-25 12:12:07,314
ALLEY EVOLUTION,4.99,2005-05-25 12:11:07,245
ALLEY EVOLUTION,5.99,2005-05-25 11:35:18,135
ALLEY EVOLUTION,5.99,2005-05-25 11:35:18,135
ALLEY EVOLUTION,5.99,2005-05-25 11:35:18,135
ALLEY EVOLUTION,5.99,2005-05-25 11:35:18,135
ALLEY EVOLUTION,.99,2005-05-25 11:31:59,451
ALLEY EVOLUTION,.99,2005-05-25 11:31:59,451
ALLEY EVOLUTION,4.99,2005-05-25 12:11:07,245
ALONE TRIP,4.99,2005-05-25 13:05:34,414
ALONE TRIP,4.99,2005-05-25 13:05:34,414
ALONE TRIP,4.99,2005-05-25 13:05:34,414
ALONE TRIP,1.99,2005-05-25 13:36:12,266
ALONE TRIP,1.99,2005-05-25 13:36:12,266
ALONE TRIP,1.99,2005-05-25 13:36:12,266
ALONE TRIP,1.99,2005-05-25 13:36:12,266
ALONE TRIP,4.99,2005-05-25 13:05:34,414
ALONE TRIP,4.99,2005-05-25 13:05:34,414
ALONE TRIP,2.99,2005-05-25 12:36:30,492
ALONE TRIP,2.99,2005-05-25 12:36:30,492
ALONE TRIP,6.99,2005-05-25 12:15:19,286
ALONE TRIP,6.99,2005-05-25 12:17:46,427
ALONE TRIP,6.99,2005-05-25 12:15:19,286
ALONE TRIP,6.99,2005-05-25 12:17:46,427
ALONE TRIP,4.99,2005-05-25 12:30:15,131
ALONE TRIP,4.99,2005-05-25 12:30:15,131
ALONE TRIP,6.99,2005-05-25 12:17:46,427
ALTER VICTORY,6.99,2005-05-25 14:57:22,267
ALTER VICTORY,7.99,2005-05-25 14:31:25,25
ALTER VICTORY,6.99,2005-05-25 14:57:22,267
ALTER VICTORY,6.99,2005-05-25 14:57:22,267
ALTER VICTORY,5.99,2005-05-25 15:38:46,302
ALTER VICTORY,5.99,2005-05-25 15:38:46,302
ALTER VICTORY,5.99,2005-05-25 15:38:46,302
ALTER VICTORY,2.99,2005-05-25 14:28:29,499
ALTER VICTORY,6.99,2005-05-25 14:57:22,267
ALTER VICTORY,2.99,2005-05-25 14:28:29,499
ALTER VICTORY,7.99,2005-05-25 14:31:25,25
ALTER VICTORY,3.99,2005-05-25 14:13:54,53
ALTER VICTORY,.99,2005-05-25 13:52:43,331
ALTER VICTORY,.99,2005-05-25 13:52:43,331
ALTER VICTORY,.99,2005-05-25 13:52:43,331
ALTER VICTORY,.99,2005-05-25 13:52:43,331
ALTER VICTORY,.99,2005-05-25 13:52:43,331
ALTER VICTORY,3.99,2005-05-25 14:13:54,53
ALTER VICTORY,3.99,2005-05-25 14:13:54,53
ALTER VICTORY,2.99,2005-05-25 14:28:29,499
ALTER VICTORY,3.99,2005-05-25 14:13:54,53
ALTER VICTORY,3.99,2005-05-25 14:13:54,53
AMADEUS HOLY,4.99,2005-05-25 16:34:24,263
AMADEUS HOLY,4.99,2005-05-25 16:34:24,263
AMADEUS HOLY,4.99,2005-05-25 16:34:24,263
AMADEUS HOLY,4.99,2005-05-25 16:34:24,263
AMADEUS HOLY,.99,2005-05-25 16:48:24,269
AMADEUS HOLY,.99,2005-05-25 16:48:24,269
AMADEUS HOLY,.99,2005-05-25 16:48:24,269
AMADEUS HOLY,1.99,2005-05-25 16:32:19,49
AMADEUS HOLY,.99,2005-05-25 16:48:24,269
AMADEUS HOLY,1.99,2005-05-25 16:32:19,49
AMADEUS HOLY,3.99,2005-05-25 16:12:52,400
AMADEUS HOLY,3.99,2005-05-25 16:12:52,400
AMADEUS HOLY,3.99,2005-05-25 15:54:16,288
AMADEUS HOLY,3.99,2005-05-25 15:54:16,288
AMADEUS HOLY,3.99,2005-05-25 16:12:52,400
AMADEUS HOLY,2.99,2005-05-25 16:03:42,197
AMADEUS HOLY,2.99,2005-05-25 16:03:42,197
AMADEUS HOLY,2.99,2005-05-25 16:03:42,197
AMADEUS HOLY,3.99,2005-05-25 16:12:52,400
AMADEUS HOLY,3.99,2005-05-25 16:12:52,400
AMADEUS HOLY,2.99,2005-05-25 16:03:42,197
AMELIE HELLFIGHTERS,4.99,2005-05-25 16:50:28,208
AMELIE HELLFIGHTERS,6.99,2005-05-25 17:17:04,468
AMELIE HELLFIGHTERS,6.99,2005-05-25 17:17:04,468
AMELIE HELLFIGHTERS,4.99,2005-05-25 16:50:28,208
AMELIE HELLFIGHTERS,4.99,2005-05-25 16:50:28,208
AMELIE HELLFIGHTERS,4.99,2005-05-25 16:50:28,208
AMELIE HELLFIGHTERS,4.99,2005-05-25 16:50:20,44
AMELIE HELLFIGHTERS,4.99,2005-05-25 16:50:20,44
AMELIE HELLFIGHTERS,4.99,2005-05-25 16:50:20,44
AMELIE HELLFIGHTERS,4.99,2005-05-25 16:50:20,44
AMERICAN CIRCUS,4.99,2005-05-25 17:54:12,108
AMERICAN CIRCUS,4.99,2005-05-25 17:54:12,108
AMERICAN CIRCUS,4.99,2005-05-25 17:54:12,108
AMERICAN CIRCUS,11.99,2005-05-25 18:18:19,196
AMERICAN CIRCUS,11.99,2005-05-25 18:18:19,196
AMERICAN CIRCUS,.99,2005-05-25 17:46:33,310
AMERICAN CIRCUS,6.99,2005-05-25 18:28:09,317
AMERICAN CIRCUS,6.99,2005-05-25 18:28:09,317
AMERICAN CIRCUS,11.99,2005-05-25 18:18:19,196
AMERICAN CIRCUS,.99,2005-05-25 17:46:33,310
AMERICAN CIRCUS,4.99,2005-05-25 17:54:12,108
AMERICAN CIRCUS,4.99,2005-05-25 17:30:42,384
AMERICAN CIRCUS,.99,2005-05-25 17:46:33,310
AMERICAN CIRCUS,3.99,2005-05-25 17:22:10,343
AMERICAN CIRCUS,3.99,2005-05-25 17:22:10,343
AMERICAN CIRCUS,3.99,2005-05-25 17:22:10,343
AMERICAN CIRCUS,3.99,2005-05-25 17:22:10,343
AMERICAN CIRCUS,3.99,2005-05-25 17:22:10,343
AMERICAN CIRCUS,4.99,2005-05-25 17:30:42,384
AMERICAN CIRCUS,4.99,2005-05-25 17:30:42,384
AMERICAN CIRCUS,4.99,2005-05-25 17:30:42,384
AMERICAN CIRCUS,4.99,2005-05-25 17:30:42,384
AMISTAD MIDSUMMER,4.99,2005-05-25 18:45:19,227
AMISTAD MIDSUMMER,8.99,2005-05-25 18:57:24,500
AMISTAD MIDSUMMER,8.99,2005-05-25 18:57:24,500
AMISTAD MIDSUMMER,2.99,2005-05-25 19:07:40,93
AMISTAD MIDSUMMER,2.99,2005-05-25 19:07:40,93
AMISTAD MIDSUMMER,3.99,2005-05-25 19:12:42,506
AMISTAD MIDSUMMER,3.99,2005-05-25 19:12:42,506
AMISTAD MIDSUMMER,9.99,2005-05-25 18:43:49,19
AMISTAD MIDSUMMER,2.99,2005-05-25 19:07:40,93
AMISTAD MIDSUMMER,9.99,2005-05-25 18:43:49,19
AMISTAD MIDSUMMER,4.99,2005-05-25 18:45:19,227
AMISTAD MIDSUMMER,9.99,2005-05-25 18:43:49,19
AMISTAD MIDSUMMER,2.99,2005-05-25 18:30:05,242
AMISTAD MIDSUMMER,2.99,2005-05-25 18:30:05,242
AMISTAD MIDSUMMER,2.99,2005-05-25 18:30:05,242
AMISTAD MIDSUMMER,2.99,2005-05-25 18:30:05,242
AMISTAD MIDSUMMER,9.99,2005-05-25 18:43:49,19
AMISTAD MIDSUMMER,1.99,2005-05-25 18:40:20,503
AMISTAD MIDSUMMER,1.99,2005-05-25 18:40:20,503
AMISTAD MIDSUMMER,1.99,2005-05-25 18:40:20,503
AMISTAD MIDSUMMER,1.99,2005-05-25 18:40:20,503
ANACONDA CONFESSIONS,.99,2005-05-25 19:31:18,524
ANACONDA CONFESSIONS,.99,2005-05-25 19:31:18,524
ANACONDA CONFESSIONS,.99,2005-05-25 19:31:18,524
ANACONDA CONFESSIONS,.99,2005-05-25 19:31:18,524
ANACONDA CONFESSIONS,4.99,2005-05-25 19:37:02,51
ANACONDA CONFESSIONS,4.99,2005-05-25 19:37:02,51
ANACONDA CONFESSIONS,4.99,2005-05-25 19:37:02,51
ANACONDA CONFESSIONS,4.99,2005-05-25 19:37:02,51
ANACONDA CONFESSIONS,4.99,2005-05-25 19:37:02,51
ANACONDA CONFESSIONS,.99,2005-05-25 19:30:46,7
ANACONDA CONFESSIONS,.99,2005-05-25 19:31:18,524
ANACONDA CONFESSIONS,.99,2005-05-25 19:13:25,455
ANACONDA CONFESSIONS,.99,2005-05-25 19:13:25,455
ANACONDA CONFESSIONS,.99,2005-05-25 19:30:46,7
ANACONDA CONFESSIONS,.99,2005-05-25 19:13:25,455
ANACONDA CONFESSIONS,.99,2005-05-25 19:13:25,455
ANACONDA CONFESSIONS,.99,2005-05-25 19:30:46,7
ANACONDA CONFESSIONS,4.99,2005-05-25 19:27:51,18
ANACONDA CONFESSIONS,4.99,2005-05-25 19:27:51,18
ANACONDA CONFESSIONS,.99,2005-05-25 19:30:46,7
ANACONDA CONFESSIONS,4.99,2005-05-25 19:27:51,18
ANALYZE HOOSIERS,4.99,2005-05-25 20:26:42,43
ANALYZE HOOSIERS,4.99,2005-05-25 20:26:42,43
ANALYZE HOOSIERS,4.99,2005-05-25 20:26:42,43
ANALYZE HOOSIERS,4.99,2005-05-25 20:26:42,43
ANALYZE HOOSIERS,3.99,2005-05-25 19:46:21,273
ANALYZE HOOSIERS,3.99,2005-05-25 19:46:21,273
ANALYZE HOOSIERS,3.99,2005-05-25 19:46:21,273
ANALYZE HOOSIERS,2.99,2005-05-25 19:41:29,405
ANALYZE HOOSIERS,2.99,2005-05-25 19:41:29,405
ANALYZE HOOSIERS,5.99,2005-05-25 19:37:47,365
ANALYZE HOOSIERS,5.99,2005-05-25 19:37:47,365
ANALYZE HOOSIERS,5.99,2005-05-25 19:37:47,365
ANALYZE HOOSIERS,5.99,2005-05-25 19:37:47,365
ANALYZE HOOSIERS,3.99,2005-05-25 19:46:21,273
ANGELS LIFE,2.99,2005-05-25 21:10:40,94
ANGELS LIFE,4.99,2005-05-25 21:19:53,40
ANGELS LIFE,4.99,2005-05-25 21:19:53,40
ANGELS LIFE,4.99,2005-05-25 21:19:53,40
ANGELS LIFE,8.99,2005-05-25 21:20:03,23
ANGELS LIFE,8.99,2005-05-25 21:20:03,23
ANGELS LIFE,8.99,2005-05-25 21:20:03,23
ANGELS LIFE,8.99,2005-05-25 21:20:03,23
ANGELS LIFE,8.99,2005-05-25 21:20:03,23
ANGELS LIFE,2.99,2005-05-25 21:07:59,439
ANGELS LIFE,2.99,2005-05-25 21:10:40,94
ANGELS LIFE,2.99,2005-05-25 21:07:59,439
ANGELS LIFE,2.99,2005-05-25 21:07:59,439
ANGELS LIFE,6.99,2005-05-25 20:46:11,246
ANGELS LIFE,6.99,2005-05-25 20:46:11,246
ANGELS LIFE,5.99,2005-05-25 20:48:50,368
ANGELS LIFE,6.99,2005-05-25 20:46:11,246
ANGELS LIFE,5.99,2005-05-25 20:48:50,368
ANGELS LIFE,5.99,2005-05-25 20:48:50,368
ANGELS LIFE,2.99,2005-05-25 21:07:59,439
ANGELS LIFE,2.99,2005-05-25 21:07:59,439
ANGELS LIFE,5.99,2005-05-25 20:48:50,368
ANNIE IDENTITY,.99,2005-05-25 21:48:30,237
ANNIE IDENTITY,3.99,2005-05-25 21:46:54,479
ANNIE IDENTITY,.99,2005-05-25 21:48:30,237
ANNIE IDENTITY,4.99,2005-05-25 21:48:41,222
ANNIE IDENTITY,3.99,2005-05-25 21:46:54,479
ANNIE IDENTITY,.99,2005-05-25 21:48:30,237
ANNIE IDENTITY,.99,2005-05-25 21:48:30,237
ANNIE IDENTITY,4.99,2005-05-25 21:48:41,222
ANNIE IDENTITY,4.99,2005-05-25 21:48:41,222
ANNIE IDENTITY,.99,2005-05-25 21:48:30,237
ANNIE IDENTITY,3.99,2005-05-25 21:46:54,479
ANNIE IDENTITY,5.99,2005-05-25 21:42:46,325
ANNIE IDENTITY,5.99,2005-05-25 21:42:46,325
ANNIE IDENTITY,3.99,2005-05-25 21:46:54,479
ANNIE IDENTITY,3.99,2005-05-25 21:21:56,56
ANNIE IDENTITY,3.99,2005-05-25 21:21:56,56
